ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Rated Breaking Capacity (A)
A923,"Very Fast, Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System, 0.16A, Ceramic, 6.1 X 2.69mm, 125V, 125V, Surface Mount, 2.0, 6.1mm",Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,6.1,2.69,0.16A,Ceramic,NA,NA,NA,125V,125V,NA,Surface Mount,NA,2,NA
A924,"Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.16A,Ceramic,e0,0.0048J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A925,"Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.16A,Ceramic,e4,0.0048J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A926,"Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.16A,Ceramic,e0,0.0048J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A927,"Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.16A,Ceramic,e4,0.0048J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A928,"Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.2A,Ceramic,e0,0.0089J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A929,"Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.2A,Ceramic,e4,0.0089J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A930,"Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.2A,Ceramic,e4,0.0089J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A931,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.25A,Ceramic,e0,0.0158J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A932,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.25A,Ceramic,e4,0.0158J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A933,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.25A,Ceramic,e0,0.0158J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A934,"Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.25A,Ceramic,e4,0.0158J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A935,"Very Fast, Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System, 0.25A, Ceramic, 6.1 X 2.69mm, 125V, 125V, Surface Mount, 2.0, 6.1mm",Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,6.1,2.69,0.25A,Ceramic,NA,NA,NA,125V,125V,NA,Surface Mount,NA,2,NA
A936,"Very Fast, Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System, 0.315A, Ceramic, 6.1 X 2.69mm, 125V, 125V, Surface Mount, 2.0, 6.1mm",Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,6.1,2.69,0.315A,Ceramic,NA,NA,NA,125V,125V,NA,Surface Mount,NA,2,NA
A937,"Indicator Chip Very Fast Movement 0.315A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.315A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,3.15A,Ceramic,e0,1.92J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A938,"Indicator Chip Very Fast Movement 3.15A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.315A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.315A,Ceramic,e4,1.92J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A939,"Indicator Chip Very Fast Movement 0.315A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.315A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,3.15A,Ceramic,e4,1.92J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A940,"Very Fast, Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System, 3.15A, Ceramic, 6.1 X 2.69mm, 125V, 125V, Surface Mount, 2.0, 6.1mm",Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,6.1,2.69,3.15A,Ceramic,NA,NA,NA,125V,125V,NA,Surface Mount,NA,2,NA
A941,"Very Fast, Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System, 0.375A, Ceramic, 6.1 X 2.69mm, 125V, 125V, Surface Mount, 2.0, 6.1mm",Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,6.1,2.69,0.375A,Ceramic,NA,NA,NA,125V,125V,NA,Surface Mount,NA,2,NA
A942,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.375A,Ceramic,e0,0.0425J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A943,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.375A,Ceramic,e4,0.0425J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A944,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.375A,Ceramic,e0,0.0425J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A945,"Indicator Chip Very Fast Movement 0.375A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.375A,Ceramic,e4,0.0425J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A946,"Indicator Chip Very Fast Movement 0.4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.4A,Ceramic,e0,0.0484J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A947,"Indicator Chip Very Fast Movement 0.4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.4A,Ceramic,e4,0.0484J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A948,"Indicator Chip Very Fast Movement 0.4A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.4A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.4A,Ceramic,e4,0.0484J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A949,"Indicator Chip Very Fast Movement 0.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.5A,Ceramic,e0,0.0795J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A950,"Indicator Chip Very Fast Movement 0.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.5A,Ceramic,e4,0.0795J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A951,"Indicator Chip Very Fast Movement 0.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.5A,Ceramic,e0,0.0795J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A952,"Indicator Chip Very Fast Movement 0.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.5A,Ceramic,e4,0.0795J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A953,"Very Fast, Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System, 0.5A, Ceramic, 6.1 X 2.69mm, 125V, 125V, Surface Mount, 2.0, 6.1mm",Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,6.1,2.69,0.5A,Ceramic,NA,NA,NA,125V,125V,NA,Surface Mount,NA,2,NA
A954,"Indicator Chip Very Fast Movement 0.63A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.63A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.63A,Ceramic,e0,0.143J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A955,"Indicator Chip Very Fast Movement 0.63A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.63A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.63A,Ceramic,e4,0.143J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A956,"Indicator Chip Very Fast Movement 0.63A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.63A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.63A,Ceramic,e4,0.143J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A957,"Very Fast, Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System, 0.75A, Ceramic, 6.1 X 2.69mm, 125V, 125V, Surface Mount, 2.0, 6.1mm",Very Fast,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,6.1,2.69,0.75A,Ceramic,NA,NA,NA,125V,125V,NA,Surface Mount,NA,2,NA
A958,"Indicator Chip Very Fast Movement 0.75A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.75A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.75A,Ceramic,e0,0.185J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A959,"Indicator Chip Very Fast Movement 0.75A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.75A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.75A,Ceramic,e4,0.185J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A960,"Indicator Chip Very Fast Movement 0.75A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.75A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.75A,Ceramic,e0,0.185J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A961,"Indicator Chip Very Fast Movement 0.75A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.75A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.75A,Ceramic,e4,0.185J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A962,"Indicator Chip Very Fast Movement 0.8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.8A,Ceramic,e0,0.271J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A963,"Indicator Chip Very Fast Movement 0.8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.8A,Ceramic,e4,0.271J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A964,"Indicator Chip Very Fast Movement 0.8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,0.8A,Ceramic,e4,0.271J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A965,"Indicator Chip Slow Blow Movement 1A 125V SMD Solder Pad 2410 Ceramic CSA/PSE/UL Electric Indicator, Fast Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,FAST,2.69mm,6.1mm,2.69mm,1A,Ceramic,e0,1.98J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A966,"Slow Blow, Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System, 1A, Ceramic, 6.1 X 2.69mm, 125V, 125V, Surface Mount, 2.0, 6.1mm",Slow Blow,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,6.1,2.69,1A,Ceramic,NA,NA,NA,125V,125V,NA,Surface Mount,NA,2,NA
A967,"Indicator Chip Slow Blow Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,TIME LAG,2.69mm,2.69mm,6.1mm,1A,Ceramic,e4,1.98J,High,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A968,"Indicator Chip Slow Blow Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Slow Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,SLOW,2.69mm,2.69mm,6.1mm,1A,Ceramic,e4,1.98J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
A969,Indicator Chip Slow Blow Movement 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CSA Electric Indicator,Slow Blow,NA,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,NA,NA,NA,NA,0.1A,Ceramic,NA,NA,Low,125V,125V,NA,Surface Mount,NA,2,NA
A970,"Indicator Chip Slow Blow Movement 1A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Slow Blow, 1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,SLOW,2.69mm,2.69mm,6.1mm,1A,Ceramic,e4,1.98J,Low,125V,125V,NA,Surface Mount,SURFACE MOUNT,2,50A
